feature_name	compartment	prefilter_column
Cytoplasm_Texture_Contrast_GM130_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_GM130_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_LAMP1_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_NfKb_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_PRSP6_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Syto9_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_TDP43_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_btubulin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_COXIV_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Calnexin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Catalase_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DNA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_G3BP1_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_GM130_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_LAMP1_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_NfKb_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_PRSP6_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Syto9_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_TDP43_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_btubulin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_COXIV_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Calnexin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Catalase_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DNA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_G3BP1_5_03_256	Cytoplasm	False
